parent_curie,parent_label,parent_labelset,cluster_count,is_consistent,consistent_neurotransmitters,pattern_variety,all_patterns
WMB:CS20230722_SUPT_0127,0127 NP SUB Glut_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0147,0147 OB Meis2 Thsd7b Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0144,0144 OB Meis2 Thsd7b Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0142,0142 DG-PIR Ex IMN_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0143,0143 OB Meis2 Thsd7b Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0141,0141 DG-PIR Ex IMN_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0137,0137 DG Glut_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,Glut,1,Glut
WMB:CS20230722_SUPT_0138,0138 DG Glut_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,Glut,1,Glut
WMB:CS20230722_SUPT_0193,0193 RHP-COA Ndnf Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0194,0194 RHP-COA Ndnf Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0192,0192 Sncg Gaba_8,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0199,0199 Lamp5 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,GABA,1,GABA
WMB:CS20230722_SUPT_0197,0197 RHP-COA Ndnf Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,2,GABA|Glut-GABA
WMB:CS20230722_SUPT_0198,0198 RHP-COA Ndnf Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0195,0195 RHP-COA Ndnf Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0196,0196 RHP-COA Ndnf Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,2,GABA|Glut-GABA
WMB:CS20230722_SUPT_0170,0170 OB-STR-CTX Inh IMN_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0179,0179 Vip Gaba_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0177,0177 Vip Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0178,0178 Vip Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0175,0175 Vip Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0176,0176 Vip Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0173,0173 Vip Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0174,0174 Vip Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0182,0182 Vip Gaba_10,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0183,0183 Vip Gaba_11,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0180,0180 Vip Gaba_8,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0181,0181 Vip Gaba_9,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0189,0189 Sncg Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0186,0186 Sncg Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0187,0187 Sncg Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0184,0184 Vip Gaba_12,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0185,0185 Sncg Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0311,0311 LSX Nkx2-1 Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0312,0312 LSX Nkx2-1 Gaba_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0310,0310 LSX Nkx2-1 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0308,0308 LSX Nkx2-1 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0309,0309 LSX Nkx2-1 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0306,0306 LSX Nkx2-1 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0307,0307 LSX Nkx2-1 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",12,True,GABA,2,GABA|GABA-Chol
WMB:CS20230722_SUPT_0304,0304 LSX Otx2 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0305,0305 LSX Otx2 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0302,0302 LSX Otx2 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0303,0303 LSX Otx2 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,GABA,1,GABA
WMB:CS20230722_SUPT_0322,0322 LSX Prdm12 Slit2 Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0323,0323 LSX Prdm12 Slit2 Gaba_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0320,0320 LSX Prdm12 Slit2 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0321,0321 LSX Prdm12 Slit2 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0319,0319 LSX Prdm12 Slit2 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0317,0317 LSX Prdm12 Slit2 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,GABA,1,GABA
WMB:CS20230722_SUPT_0318,0318 LSX Prdm12 Slit2 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0316,0316 LSX Nkx2-1 Gaba_11,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0313,0313 LSX Nkx2-1 Gaba_8,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0300,0300 LSX Sall3 Pax6 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0301,0301 LSX Otx2 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0355,0355 MEA-BST Lhx6 Nr2e1 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0353,0353 MEA-BST Lhx6 Sp9 Gaba_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0354,0354 MEA-BST Lhx6 Nr2e1 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0351,0351 MEA-BST Lhx6 Sp9 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0352,0352 MEA-BST Lhx6 Sp9 Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0350,0350 MEA-BST Lhx6 Sp9 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0348,0348 MEA-BST Lhx6 Sp9 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0349,0349 MEA-BST Lhx6 Sp9 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0346,0346 MEA-BST Sox6 Gaba_10,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0347,0347 MEA-BST Lhx6 Sp9 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0366,0366 SI-MA-ACB Ebf1 Bnc2 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0367,0367 CEA-BST Six3 Cyp26b1 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0364,0364 SI-MA-ACB Ebf1 Bnc2 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0365,0365 SI-MA-ACB Ebf1 Bnc2 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0362,0362 MEA-BST Lhx6 Nfib Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0363,0363 CEA-BST Gal Avp Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0360,0360 MEA-BST Lhx6 Nfib Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0361,0361 MEA-BST Lhx6 Nfib Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0359,0359 MEA-BST Lhx6 Nfib Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0357,0357 MEA-BST Lhx6 Nfib Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",8,True,GABA,1,GABA
WMB:CS20230722_SUPT_0358,0358 MEA-BST Lhx6 Nfib Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0333,0333 LSX Sall3 Lmo1 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0331,0331 LSX Sall3 Lmo1 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0332,0332 LSX Sall3 Lmo1 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0330,0330 LSX Prdm12 Zeb2 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0328,0328 LSX Prdm12 Zeb2 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0329,0329 LSX Prdm12 Zeb2 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0326,0326 LSX Prdm12 Zeb2 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",9,True,GABA,1,GABA
WMB:CS20230722_SUPT_0327,0327 LSX Prdm12 Zeb2 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0344,0344 MEA-BST Sox6 Gaba_8,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0345,0345 MEA-BST Sox6 Gaba_9,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0342,0342 MEA-BST Sox6 Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0343,0343 MEA-BST Sox6 Gaba_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0340,0340 MEA-BST Sox6 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0341,0341 MEA-BST Sox6 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0339,0339 MEA-BST Sox6 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0337,0337 MEA-BST Sox6 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0338,0338 MEA-BST Sox6 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0335,0335 LSX Sall3 Lmo1 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0336,0336 LSX Sall3 Lmo1 Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0270,0270 STR D1 Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0278,0278 STR D2 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0279,0279 STR D2 Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0277,0277 STR D2 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0274,0274 STR D2 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0275,0275 STR D2 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0272,0272 STR D1 Gaba_8,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0269,0269 STR D1 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0281,0281 STR D1 Sema5a Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0282,0282 STR D1 Sema5a Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0289,0289 STR-PAL Chst9 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0287,0287 STR-PAL Chst9 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0288,0288 STR-PAL Chst9 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0285,0285 STR-PAL Chst9 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0286,0286 STR-PAL Chst9 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0283,0283 STR D1 Sema5a Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0284,0284 STR D1 Sema5a Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0252,0252 NDB-SI-MA-STRv Lhx8 Gaba_9,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0253,0253 NDB-SI-MA-STRv Lhx8 Gaba_10,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0250,0250 NDB-SI-MA-STRv Lhx8 Gaba_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0251,0251 NDB-SI-MA-STRv Lhx8 Gaba_8,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0249,0249 NDB-SI-MA-STRv Lhx8 Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0247,0247 NDB-SI-MA-STRv Lhx8 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0248,0248 NDB-SI-MA-STRv Lhx8 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0260,0260 PAL-STR Gaba-Chol_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,Chol,2,Glut-Chol|Chol
WMB:CS20230722_SUPT_0267,0267 STR D1 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0268,0268 STR D1 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0265,0265 STR D1 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0266,0266 STR D1 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0264,0264 OT D3 Folh1 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0261,0261 PAL-STR Gaba-Chol_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0258,0258 GPe-SI Sox6 Cyp26b1 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0259,0259 PAL-STR Gaba-Chol_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA|Chol,2,Glut-GABA-Chol|GABA-Chol
WMB:CS20230722_SUPT_0292,0292 IA Mgp Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0290,0290 IA Mgp Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0291,0291 IA Mgp Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0299,0299 LSX Sall3 Pax6 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0297,0297 NDB-SI-ant Prdm12 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0294,0294 IA Mgp Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA,1,GABA
WMB:CS20230722_SUPT_0295,0295 NDB-SI-ant Prdm12 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",10,True,GABA,1,GABA
WMB:CS20230722_SUPT_0432,0432 RT-ZI Gnb3 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0433,0433 RT-ZI Gnb3 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0430,0430 TMv-PMv Tbx3 Hist-Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0431,0431 RT-ZI Gnb3 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0429,0429 TMv-PMv Tbx3 Hist-Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA|Hist,1,GABA-Hist
WMB:CS20230722_SUPT_0427,0427 ARH-PVi Six6 Dopa-Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",3,True,GABA|Dopa,1,GABA-Dopa
WMB:CS20230722_SUPT_0425,0425 BST-MPN Six3 Nrgn Gaba_6,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0426,0426 BST-MPN Six3 Nrgn Gaba_7,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0423,0423 BST-MPN Six3 Nrgn Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0424,0424 BST-MPN Six3 Nrgn Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0443,0443 PVHd-SBPV Six3 Prox1 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0444,0444 PVHd-SBPV Six3 Prox1 Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0442,0442 PVHd-SBPV Six3 Prox1 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",7,True,GABA,1,GABA
WMB:CS20230722_SUPT_0440,0440 DMH Prdm13 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",2,True,GABA,1,GABA
WMB:CS20230722_SUPT_0438,0438 SCH Six6 Cdc14a Gaba_3,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0439,0439 DMH Prdm13 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0436,0436 SCH Six6 Cdc14a Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",6,True,GABA,1,GABA
WMB:CS20230722_SUPT_0437,0437 SCH Six6 Cdc14a Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0434,0434 RT-ZI Gnb3 Gaba_4,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0435,0435 RT-ZI Gnb3 Gaba_5,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
WMB:CS20230722_SUPT_0410,0410 BST Tac2 Gaba_2,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",4,True,GABA,1,GABA
WMB:CS20230722_SUPT_0411,0411 PVR Six3 Sox3 Gaba_1,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'supertype']",5,True,GABA,1,GABA
