class_curie,class_label,cluster_curie,cluster_label,labelset,cell_curie,cell_label,mapping_curie,mapping_label,mapping_type
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_132,132 AHN-RCH-LHA Otp Fezf1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110192,AHN-RCH-LHA Otp Fezf1 Glut neuron (Mmus),ensembl:ENSMUSG00000021685,Otp (Mmus),gene
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_104,104 TU-ARH Otp Six6 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110164,TU-ARH Otp Six6 Gaba neuron (Mmus),ensembl:ENSMUSG00000021685,Otp (Mmus),gene
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_124,124 MPN-MPO-PVpo Hmx2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110184,MPN-MPO-PVpo Hmx2 Glut neuron (Mmus),ensembl:ENSMUSG00000050100,Hmx2 (Mmus),gene
WMB:CS20230722_CLAS_12,12 HY GABA,WMB:CS20230722_SUBC_107,107 DMH Hmx2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110167,DMH Hmx2 Gaba neuron (Mmus),ensembl:ENSMUSG00000050100,Hmx2 (Mmus),gene
WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,WMB:CS20230722_SUBC_111,111 TRS-BAC Sln Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110171,TRS-BAC Sln Glut neuron (Mmus),ensembl:ENSMUSG00000042045,Sln (Mmus),gene
WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,WMB:CS20230722_SUBC_113,113 MEA-COA-BMA Ccdc42 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110173,MEA-COA-BMA Ccdc42 Glut neuron (Mmus),ensembl:ENSMUSG00000045915,Ccdc42 (Mmus),gene
WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,WMB:CS20230722_SUBC_114,114 COAa-PAA-MEA Barhl2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110174,COAa-PAA-MEA Barhl2 Glut neuron (Mmus),ensembl:ENSMUSG00000034384,Barhl2 (Mmus),gene
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_134,134 PH-ant-LHA Otp Bsx Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110194,PH-ant-LHA Otp Bsx Glut neuron (Mmus),ensembl:ENSMUSG00000054360,Bsx (Mmus),gene
WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,WMB:CS20230722_SUBC_118,118 ADP-MPO Trp73 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110178,ADP-MPO Trp73 Glut neuron (Mmus),ensembl:ENSMUSG00000029026,Trp73 (Mmus),gene
WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,WMB:CS20230722_SUBC_119,119 SI-MA-LPO-LHA Skor1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110179,SI-MA-LPO-LHA Skor1 Glut neuron (Mmus),ensembl:ENSMUSG00000022245,Skor1 (Mmus),gene
WMB:CS20230722_CLAS_13,13 CNU-HYa Glut,WMB:CS20230722_SUBC_121,121 MEA-BST Otp Zic2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110181,MEA-BST Otp Zic2 Glut neuron (Mmus),ensembl:ENSMUSG00000061524,Zic2 (Mmus),gene
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_123,123 DMH Nkx2-4 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110183,DMH Nkx2-4 Glut neuron (Mmus),ensembl:ENSMUSG00000054160,Nkx2-4 (Mmus),gene
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_127,127 DMH-LHA Vgll2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110187,DMH-LHA Vgll2 Glut neuron (Mmus),ensembl:ENSMUSG00000049641,Vgll2 (Mmus),gene
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_132,132 AHN-RCH-LHA Otp Fezf1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110192,AHN-RCH-LHA Otp Fezf1 Glut neuron (Mmus),ensembl:ENSMUSG00000029697,Fezf1 (Mmus),gene
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_129,129 VMH Nr5a1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110189,VMH Nr5a1 Glut neuron (Mmus),ensembl:ENSMUSG00000026751,Nr5a1 (Mmus),gene
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_130,130 LHA Pmch Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110190,LHA Pmch Glut neuron (Mmus),ensembl:ENSMUSG00000035383,Pmch (Mmus),gene
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_131,131 LHA-AHN-PVH Otp Trh Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110191,LHA-AHN-PVH Otp Trh Glut neuron (Mmus),ensembl:ENSMUSG00000005892,Trh (Mmus),gene
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_138,138 PH Pitx2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110198,PH Pitx2 Glut neuron (Mmus),ensembl:ENSMUSG00000028023,Pitx2 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_180,180 SCiw Pitx2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110240,SCiw Pitx2 Glut neuron (Mmus),ensembl:ENSMUSG00000028023,Pitx2 (Mmus),gene
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_246,246 CU-ECU-SPVI Foxb1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110306,CU-ECU-SPVI Foxb1 Glut neuron (Mmus),ensembl:ENSMUSG00000059246,Foxb1 (Mmus),gene
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_139,139 PH-LHA Foxb1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110199,PH-LHA Foxb1 Glut neuron (Mmus),ensembl:ENSMUSG00000059246,Foxb1 (Mmus),gene
WMB:CS20230722_CLAS_21,21 MB Dopa,WMB:CS20230722_SUBC_215,215 SNc-VTA-RAmb Foxa1 Dopa,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110275,MB Dopa neuron (Mmus),ensembl:ENSMUSG00000035451,Foxa1 (Mmus),gene
WMB:CS20230722_CLAS_14,14 HY Glut,WMB:CS20230722_SUBC_141,141 PH-SUM Foxa1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110201,PH-SUM Foxa1 Glut neuron (Mmus),ensembl:ENSMUSG00000035451,Foxa1 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_159,159 IF-RL-CLI-PAG Foxa1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110219,IF-RL-CLI-PAG Foxa1 Glut neuron (Mmus),ensembl:ENSMUSG00000035451,Foxa1 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_172,172 PAG Pou4f1 Ebf2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110232,PAG Pou4f1 Ebf2 Glut neuron (Mmus),ensembl:ENSMUSG00000048349,Pou4f1 (Mmus),gene
WMB:CS20230722_CLAS_17,17 MH-LH Glut,WMB:CS20230722_SUBC_146,146 LH Pou4f1 Sox1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110206,LH Pou4f1 Sox1 Glut neuron (Mmus),ensembl:ENSMUSG00000048349,Pou4f1 (Mmus),gene
WMB:CS20230722_CLAS_17,17 MH-LH Glut,WMB:CS20230722_SUBC_146,146 LH Pou4f1 Sox1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110206,LH Pou4f1 Sox1 Glut neuron (Mmus),ensembl:ENSMUSG00000096014,Sox1 (Mmus),gene
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_149,149 PVT-PT Ntrk1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110209,PVT-PT Ntrk1 Glut neuron (Mmus),ensembl:ENSMUSG00000028072,Ntrk1 (Mmus),gene
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_150,150 CM-IAD-CL-PCN Sema5b Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110210,CM-IAD-CL-PCN Sema5b Glut neuron (Mmus),ensembl:ENSMUSG00000052133,Sema5b (Mmus),gene
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_151,151 TH Prkcd Grin2c Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110211,TH Prkcd Grin2c Glut neuron (Mmus),ensembl:ENSMUSG00000021948,Prkcd (Mmus),gene
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_151,151 TH Prkcd Grin2c Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110211,TH Prkcd Grin2c Glut neuron (Mmus),ensembl:ENSMUSG00000020734,Grin2c (Mmus),gene
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_152,152 RE-Xi Nox4 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110212,RE-Xi Nox4 Glut neuron (Mmus),ensembl:ENSMUSG00000030562,Nox4 (Mmus),gene
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_153,153 MG-POL-SGN Nts Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110213,MG-POL-SGN Nts Glut neuron (Mmus),ensembl:ENSMUSG00000019890,Nts (Mmus),gene
WMB:CS20230722_CLAS_18,18 TH Glut,WMB:CS20230722_SUBC_154,154 PF Fzd5 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110214,PF Fzd5 Glut neuron (Mmus),ensembl:ENSMUSG00000045005,Fzd5 (Mmus),gene
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_233,233 NLL-SOC Spp1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110293,NLL-SOC Spp1 Glut neuron (Mmus),ensembl:ENSMUSG00000029304,Spp1 (Mmus),gene
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_292,292 MV Nkx6-1 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110352,MV Nkx6-1 Gly-Gaba neuron (Mmus),ensembl:ENSMUSG00000035187,Nkx6-1 (Mmus),gene
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_224,224 PCG-PRNr Vsx2 Nkx6-1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110284,PCG-PRNr Vsx2 Nkx6-1 Glut neuron (Mmus),ensembl:ENSMUSG00000035187,Nkx6-1 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_158,158 MRN-PAG Nkx6-1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110218,MRN-PAG Nkx6-1 Glut neuron (Mmus),ensembl:ENSMUSG00000035187,Nkx6-1 (Mmus),gene
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_304,304 NTS-PARN Neurod2 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110364,NTS-PARN Neurod2 Gly-Gaba neuron (Mmus),ensembl:ENSMUSG00000038255,Neurod2 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_161,161 PAG Pou4f3 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110221,PAG Pou4f3 Glut neuron (Mmus),ensembl:ENSMUSG00000024497,Pou4f3 (Mmus),gene
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_222,222 PB Evx2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110282,PB Evx2 Glut neuron (Mmus),ensembl:ENSMUSG00000001815,Evx2 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_182,182 CUN-PPN Evx2 Meis2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110242,CUN-PPN Evx2 Meis2 Glut neuron (Mmus),ensembl:ENSMUSG00000001815,Evx2 (Mmus),gene
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_228,228 PSV Pvalb Lhx2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110288,PSV Pvalb Lhx2 Glut neuron (Mmus),ensembl:ENSMUSG00000000247,Lhx2 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_162,162 CUN Evx2 Lhx2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110222,CUN Evx2 Lhx2 Glut neuron (Mmus),ensembl:ENSMUSG00000000247,Lhx2 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_166,166 MRN Pou3f1 C1ql4 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110226,MRN Pou3f1 C1ql4 Glut neuron (Mmus),ensembl:ENSMUSG00000001076,C1ql4 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_166,166 MRN Pou3f1 C1ql4 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110226,MRN Pou3f1 C1ql4 Glut neuron (Mmus),ensembl:ENSMUSG00000090125,Pou3f1 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_203,203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110263,LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba neuron (Mmus),ensembl:ENSMUSG00000024985,Tcf7l2 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_167,167 PRC-PAG Tcf7l2 Irx2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110227,PRC-PAG Tcf7l2 Irx2 Glut neuron (Mmus),ensembl:ENSMUSG00000024985,Tcf7l2 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_167,167 PRC-PAG Tcf7l2 Irx2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110227,PRC-PAG Tcf7l2 Irx2 Glut neuron (Mmus),ensembl:ENSMUSG00000001504,Irx2 (Mmus),gene
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_291,291 NTS-MDRNd Prox1 Zic1 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110351,NTS-MDRNd Prox1 Zic1 Gly-Gaba neuron (Mmus),ensembl:ENSMUSG00000032368,Zic1 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_169,169 PAG-SC Pou4f1 Zic1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110229,PAG-SC Pou4f1 Zic1 Glut neuron (Mmus),ensembl:ENSMUSG00000032368,Zic1 (Mmus),gene
WMB:CS20230722_CLAS_27,27 MY GABA,WMB:CS20230722_SUBC_293,293 PAS-MV Ebf2 Gly-Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110353,PAS-MV Ebf2 Gly-Gaba neuron (Mmus),ensembl:ENSMUSG00000022053,Ebf2 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_172,172 PAG Pou4f1 Ebf2 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110232,PAG Pou4f1 Ebf2 Glut neuron (Mmus),ensembl:ENSMUSG00000022053,Ebf2 (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_181,181 IC Tfap2d Maf Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110241,IC Tfap2d Maf Glut neuron (Mmus),ensembl:ENSMUSG00000042596,Tfap2d (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_181,181 IC Tfap2d Maf Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110241,IC Tfap2d Maf Glut neuron (Mmus),ensembl:ENSMUSG00000055435,Maf (Mmus),gene
WMB:CS20230722_CLAS_19,19 MB Glut,WMB:CS20230722_SUBC_187,187 SCsg Pde5a Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110247,SCsg Pde5a Glut neuron (Mmus),ensembl:ENSMUSG00000053965,Pde5a (Mmus),gene
WMB:CS20230722_CLAS_26,26 P GABA,WMB:CS20230722_SUBC_268,268 CS-PRNr-DR En1 Sox2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110328,CS-PRNr-DR En1 Sox2 Gaba neuron (Mmus),ensembl:ENSMUSG00000058665,En1 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_192,192 PPN-CUN-PCG Otp En1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110252,PPN-CUN-PCG Otp En1 Gaba neuron (Mmus),ensembl:ENSMUSG00000058665,En1 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_193,193 MRN-PPN-CUN Pax8 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110253,MRN-PPN-CUN Pax8 Gaba neuron (Mmus),ensembl:ENSMUSG00000026976,Pax8 (Mmus),gene
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_220,220 PB Pax5 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110280,PB Pax5 Glut neuron (Mmus),ensembl:ENSMUSG00000014030,Pax5 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_194,194 MRN-VTN-PPN Pax5 Cdh23 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110254,MRN-VTN-PPN Pax5 Cdh23 Gaba neuron (Mmus),ensembl:ENSMUSG00000014030,Pax5 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_194,194 MRN-VTN-PPN Pax5 Cdh23 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110254,MRN-VTN-PPN Pax5 Cdh23 Gaba neuron (Mmus),ensembl:ENSMUSG00000012819,Cdh23 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_195,195 SNr-VTA Pax5 Npas1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110255,SNr-VTA Pax5 Npas1 Gaba neuron (Mmus),ensembl:ENSMUSG00000001988,Npas1 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_196,196 PAG-PPN Pax5 Sox21 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110256,PAG-PPN Pax5 Sox21 Gaba neuron (Mmus),ensembl:ENSMUSG00000061517,Sox21 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_198,198 IC Six3 En2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110258,IC Six3 En2 Gaba neuron (Mmus),ensembl:ENSMUSG00000039095,En2 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_199,199 PAG-MRN-RN Foxa2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110259,PAG-MRN-RN Foxa2 Gaba neuron (Mmus),ensembl:ENSMUSG00000037025,Foxa2 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_200,200 PAG-ND-PCG Onecut1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110260,PAG-ND-PCG Onecut1 Gaba neuron (Mmus),ensembl:ENSMUSG00000043013,Onecut1 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_201,201 PAG-RN Nkx2-2 Otx1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110261,PAG-RN Nkx2-2 Otx1 Gaba neuron (Mmus),ensembl:ENSMUSG00000027434,Nkx2-2 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_201,201 PAG-RN Nkx2-2 Otx1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110261,PAG-RN Nkx2-2 Otx1 Gaba neuron (Mmus),ensembl:ENSMUSG00000005917,Otx1 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_204,204 SC Otx2 Gcnt4 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110264,SC Otx2 Gcnt4 Gaba neuron (Mmus),ensembl:ENSMUSG00000091387,Gcnt4 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_212,212 SCs Lef1 Gli3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110272,SCs Lef1 Gli3 Gaba neuron (Mmus),ensembl:ENSMUSG00000027985,Lef1 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_205,205 SC-PAG Lef1 Emx2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110265,SC-PAG Lef1 Emx2 Gaba neuron (Mmus),ensembl:ENSMUSG00000043969,Emx2 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_207,207 SCs Dmbx1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110267,SCs Dmbx1 Gaba neuron (Mmus),ensembl:ENSMUSG00000028707,Dmbx1 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_209,209 SCs Pax7 Nfia Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110269,SCs Pax7 Nfia Gaba neuron (Mmus),ensembl:ENSMUSG00000028736,Pax7 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_209,209 SCs Pax7 Nfia Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110269,SCs Pax7 Nfia Gaba neuron (Mmus),ensembl:ENSMUSG00000028565,Nfia (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_210,210 PRT Mecom Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110270,PRT Mecom Gaba neuron (Mmus),ensembl:ENSMUSG00000027684,Mecom (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_211,211 SC Tnnt1 Gli3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110271,SC Tnnt1 Gli3 Gaba neuron (Mmus),ensembl:ENSMUSG00000064179,Tnnt1 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_212,212 SCs Lef1 Gli3 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110272,SCs Lef1 Gli3 Gaba neuron (Mmus),ensembl:ENSMUSG00000021318,Gli3 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_213,213 SCsg Gabrr2 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110273,SCsg Gabrr2 Gaba neuron (Mmus),ensembl:ENSMUSG00000023267,Gabrr2 (Mmus),gene
WMB:CS20230722_CLAS_20,20 MB GABA,WMB:CS20230722_SUBC_214,214 IPN Otp Crisp1 Gaba,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110274,IPN Otp Crisp1 Gaba neuron (Mmus),ensembl:ENSMUSG00000025431,Crisp1 (Mmus),gene
WMB:CS20230722_CLAS_22,22 MB-HB Sero,WMB:CS20230722_SUBC_216,216 MB-MY Tph2 Glut-Sero,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110276,MB-HB Sero neuron (Mmus),ensembl:ENSMUSG00000006764,Tph2 (Mmus),gene
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_217,217 PB Lmx1a Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110277,PB Lmx1a Glut neuron (Mmus),ensembl:ENSMUSG00000026686,Lmx1a (Mmus),gene
WMB:CS20230722_CLAS_24,24 MY Glut,WMB:CS20230722_SUBC_245,245 SPVI-SPVC Tlx3 Ebf3 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110305,SPVI-SPVC Tlx3 Ebf3 Glut neuron (Mmus),ensembl:ENSMUSG00000040610,Tlx3 (Mmus),gene
WMB:CS20230722_CLAS_23,23 P Glut,WMB:CS20230722_SUBC_224,224 PCG-PRNr Vsx2 Nkx6-1 Glut,"['Entity', 'Cell_cluster', 'Individual', 'WMB', 'subclass']",PCL:0110284,PCG-PRNr Vsx2 Nkx6-1 Glut neuron (Mmus),ensembl:ENSMUSG00000021239,Vsx2 (Mmus),gene
